Journal Title,eISSN,Open Access Status,Included in R&P agreement,Explanation if not included,Subject,Publisher,Agreement Duration
Creativity and Innovation Management,14678691,Hybrid,Y,,Creativity & Innovation Management,Wiley,2022-2025
Criminal Behaviour and Mental Health,14712857,Hybrid,Y,,Clinical Psychology,Wiley,2022-2025
Criminology,17459125,Hybrid,Y,,Criminology,Wiley,2022-2025
Criminology & Public Policy,17459133,Hybrid,Y,,Criminology,Wiley,2022-2025
Critical Quarterly,14678705,Hybrid,Y,,General Literature,Wiley,2022-2025
Crop Science,14350653,Hybrid,Y,,Plant Genetics,Wiley,2022-2025
"Crop, Forage & Turfgrass Management",23743832,Hybrid,Y,,Crops,Wiley,2022-2025
Crystal Research and Technology,15214079,Hybrid,Y,,General Physics,Wiley,2022-2025
"Culture, Agriculture, Food and Environment",21539561,Hybrid,Y,,Anthropology Special Topics,Wiley,2022-2025
Curator: The Museum Journal,21516952,Hybrid,Y,,Museum & Heritage Studies,Wiley,2022-2025
Current Protocols,26911299,Hybrid,Y,,General & Introductory Life Sciences,Wiley,2022-2025
Curtis's Botanical Magazine,14678748,Hybrid,Y,,Plant Science,Wiley,2022-2025
Cytometry Part A,15524930,Hybrid,Y,,Cell & Molecular Biology,Wiley,2022-2025
Cytometry Part B: Clinical Cytometry,15524957,Hybrid,Y,,Cell & Molecular Biology,Wiley,2022-2025
Cytopathology,13652303,Hybrid,Y,,Pathology,Wiley,2022-2025
Cytoskeleton,19493592,Hybrid,Y,,Cell & Molecular Biology,Wiley,2022-2025
Decision Sciences,15405915,Hybrid,Y,,Decision Sciences,Wiley,2022-2025
Decision Sciences Journal of Innovative Education,15404609,Hybrid,Y,,Decision Sciences,Wiley,2022-2025
Dental Traumatology,16009657,Hybrid,Y,,Dental Traumatology,Wiley,2022-2025
Dermatological Reviews,26377489,Hybrid,Y,,Dermatology,Wiley,2022-2025
Developing World Bioethics,14718847,Hybrid,Y,,Bioethics & Medical Ethics,Wiley,2022-2025
Development and Change,14677660,Hybrid,Y,,General & Introductory Development Studies,Wiley,2022-2025
Development Policy Review,14677679,Hybrid,Y,,General & Introductory Development Studies,Wiley,2022-2025
"Development, Growth & Differentiation",1440169X,Hybrid,Y,,Developmental Biology,Wiley,2022-2025
Developmental Dynamics,10970177,Hybrid,Y,,Developmental Biology,Wiley,2022-2025
Developmental Medicine & Child Neurology,14698749,Hybrid,Y,,Neurology,Wiley,2022-2025
Developmental Neurobiology,1932846X,Hybrid,Y,,Neuroscience,Wiley,2022-2025
Developmental Psychobiology,10982302,Hybrid,Y,,Developmental Psychology,Wiley,2022-2025
Developmental Science,14677687,Hybrid,Y,,Developmental Psychology,Wiley,2022-2025
"Diabetes, Obesity and Metabolism",14631326,Hybrid,Y,,Diabetes,Wiley,2022-2025
Diabetes/Metabolism Research and Reviews,15207560,Hybrid,Y,,Diabetes,Wiley,2022-2025
Diabetic Medicine,14645491,Hybrid,Y,,Diabetes,Wiley,2022-2025
Diagnostic Cytopathology,10970339,Hybrid,Y,,Pathology,Wiley,2022-2025
Dialog,15406385,Hybrid,Y,,Contemporary Theology,Wiley,2022-2025
Die Unterrichtspraxis/Teaching German,17561221,Hybrid,Y,,Applied Linguistics,Wiley,2022-2025
Digest of Middle East Studies,19493606,Hybrid,Y,,Middle Eastern Politics,Wiley,2022-2025
Digestive Endoscopy,14431661,Hybrid,Y,,Endoscopy,Wiley,2022-2025
Disasters,14677717,Hybrid,Y,,General & Introductory Development Studies,Wiley,2022-2025
Drug and Alcohol Review,14653362,Hybrid,Y,,Addiction,Wiley,2022-2025
Drug Development Research,10982299,Hybrid,Y,,Pharmacology & Pharmaceutical Medicine,Wiley,2022-2025
Drug Testing and Analysis,19427611,Hybrid,Y,,Analytical Chemistry,Wiley,2022-2025
Dyslexia,10990909,Hybrid,Y,,Reading & Dyslexia,Wiley,2022-2025
Early Intervention in Psychiatry,17517893,Hybrid,Y,,Psychiatry,Wiley,2022-2025
Early Medieval Europe,14680254,Hybrid,Y,,Medieval History (500-1500),Wiley,2022-2025
Earth Surface Processes and Landforms,10969837,Hybrid,Y,,Geomorphology,Wiley,2022-2025
Earthquake Engineering & Structural Dynamics,10969845,Hybrid,Y,,Structural & Building Engineering,Wiley,2022-2025
Earthquake Engineering and Resilience,27705706,Hybrid,Y,,Earthquake,Wiley,2022-2025
Echocardiography,15408175,Hybrid,Y,,Cardiovascular Disease,Wiley,2022-2025
Ecohydrology,19360592,Hybrid,Y,,Hydrological Sciences,Wiley,2022-2025
Ecological Applications,19395582,Hybrid,Y,,Ecology & Organismal Biology,Wiley,2022-2025
Ecological Entomology,13652311,Hybrid,Y,,Entomology,Wiley,2022-2025
Ecological Management & Restoration,14428903,Hybrid,Y,,Ecology & Organismal Biology,Wiley,2022-2025
Ecological Monographs,15577015,Hybrid,Y,,Ecology & Organismal Biology,Wiley,2022-2025
Ecological Research,14401703,Hybrid,Y,,Ecology & Organismal Biology,Wiley,2022-2025
Ecology,19399170,Hybrid,Y,,Ecology & Organismal Biology,Wiley,2022-2025
Ecology Letters,14610248,Hybrid,Y,,Ecology & Organismal Biology,Wiley,2022-2025
Ecology of Freshwater Fish,16000633,Hybrid,Y,,Ecology & Organismal Biology,Wiley,2022-2025
Econometrica,14680262,Hybrid,Y,,Econometrics,Wiley,2022-2025
Economic Affairs,14680270,Hybrid,Y,,General & Introductory Economics,Wiley,2022-2025
Economic Anthropology,23304847,Hybrid,Y,,General & Introductory Anthropology,Wiley,2022-2025
Economic Inquiry,14657295,Hybrid,Y,,General & Introductory Economics,Wiley,2022-2025
Economic Notes,14680300,Hybrid,Y,,Financial Economics,Wiley,2022-2025
Economic Papers; A journal of applied economics and policy,17593441,Hybrid,Y,,General & Introductory Economics,Wiley,2022-2025
Economic Record,14754932,Hybrid,Y,,General & Introductory Economics,Wiley,2022-2025
Economica,14680335,Hybrid,Y,,General & Introductory Economics,Wiley,2022-2025
Economics & Politics,14680343,Hybrid,Y,,Political Economics,Wiley,2022-2025
Economics of Transition and Institutional Change,25776983,Hybrid,Y,,General & Introductory Economics,Wiley,2022-2025
Educational Measurement: Issues and Practice,17453992,Hybrid,Y,,Educational Research & Statistics,Wiley,2022-2025
Educational Theory,17415446,Hybrid,Y,,Theory of Education,Wiley,2022-2025
Electrical Engineering in Japan,15206416,Hybrid,Y,,Power Technology & Power Engineering,Wiley,2022-2025
Electroanalysis,15214109,Hybrid,Y,,Analytical Chemistry,Wiley,2022-2025
Electronics and Communications in Japan,19429541,Hybrid,Y,,Circuit Theory & Design,Wiley,2022-2025
ELECTROPHORESIS,15222683,Hybrid,Y,,Biochemistry (Chemical Biology),Wiley,2022-2025
Emergency Medicine Australasia,17426723,Hybrid,Y,,Emergency Medicine & Trauma,Wiley,2022-2025
Energy Storage,25784862,Hybrid,Y,,Energy Storage,Wiley,2022-2025
Energy Technology,21944296,Hybrid,Y,,General & Introductory Chemical Engineering,Wiley,2022-2025
Entomologia Experimentalis et Applicata,15707458,Hybrid,Y,,Entomology,Wiley,2022-2025
Entomological Research,17485967,Hybrid,Y,,Entomology,Wiley,2022-2025
Entomological Science,14798298,Hybrid,Y,,Entomology,Wiley,2022-2025
Environmental and Molecular Mutagenesis,10982280,Hybrid,Y,,Genetics,Wiley,2022-2025
Environmental Microbiology,14622920,Hybrid,Y,,Microbial Ecology,Wiley,2022-2025
Environmental Policy and Governance,17569338,Hybrid,Y,,General & Introductory Development Studies,Wiley,2022-2025
Environmental Progress & Sustainable Energy,19447450,Hybrid,Y,,Environmental Engineering,Wiley,2022-2025
Environmental Quality Management,15206483,Hybrid,Y,,"Environmental Management, Policy & Planning",Wiley,2022-2025
Environmental Toxicology,15227278,Hybrid,Y,,Toxicology,Wiley,2022-2025
Environmetrics,1099095X,Hybrid,Y,,Environmental Statistics & Environmetrics,Wiley,2022-2025
Epilepsia,15281167,Hybrid,Y,,Neurology,Wiley,2022-2025
Epileptic Disorders,19506945,Hybrid,Y,,Neurology,Wiley,2022-2025
EPPO Bulletin,13652338,Hybrid,Y,,Plant Science,Wiley,2022-2025
Equine Veterinary Education,20423292,Hybrid,Y,,Veterinary Medicine - Equine,Wiley,2022-2025
Equine Veterinary Journal,20423306,Hybrid,Y,,Veterinary Medicine - Equine,Wiley,2022-2025
Ethics & Human Research,25782363,Hybrid,Y,,Bioethics & Medical Ethics,Wiley,2022-2025
Ethology,14390310,Hybrid,Y,,Animal Behavior,Wiley,2022-2025
Ethos,15481352,Hybrid,Y,,Social & Cultural Anthropology,Wiley,2022-2025
EuroChoices,1746692X,Hybrid,Y,,Agricultural Economics & Resource Management,Wiley,2022-2025
European Eating Disorders Review,10990968,Hybrid,Y,,Clinical Psychology,Wiley,2022-2025
European Financial Management,1468036X,Hybrid,Y,,Institutional & Corporate Finance,Wiley,2022-2025
European Journal of Clinical Investigation,13652362,Hybrid,Y,,General & Internal Medicine,Wiley,2022-2025
European Journal of Dental Education,16000579,Hybrid,Y,,Community Dentistry & Public Health,Wiley,2022-2025
European Journal of Education,14653435,Hybrid,Y,,General & Introductory Education,Wiley,2022-2025
European Journal of Haematology,16000609,Hybrid,Y,,Hematology,Wiley,2022-2025
European Journal of Heart Failure,18790844,Hybrid,Y,,Heart Failure,Wiley,2022-2025
European Journal of Immunology,15214141,Hybrid,Y,,Immunology,Wiley,2022-2025
European Journal of Inorganic Chemistry,10990682,Hybrid,Y,,Inorganic Chemistry,Wiley,2022-2025
European Journal of Lipid Science and Technology,14389312,Hybrid,Y,,Oils & Fats,Wiley,2022-2025
European Journal of Neuroscience,14609568,Hybrid,Y,,Neuroscience,Wiley,2022-2025
European Journal of Oral Sciences,16000722,Hybrid,Y,,Oral Sciences & Technology,Wiley,2022-2025
European Journal of Organic Chemistry,10990690,Hybrid,Y,,Organic Chemistry,Wiley,2022-2025
European Journal of Pain,15322149,Hybrid,Y,,Pain Medicine,Wiley,2022-2025
European Journal of Philosophy,14680378,Hybrid,Y,,Continental Philosophy,Wiley,2022-2025
European Journal of Political Research,14756765,Hybrid,Y,,General & Introductory Political Science,Wiley,2022-2025
European Journal of Political Research Political Data Yearbook,20478852,Hybrid,Y,,General & Introductory Political Science,Wiley,2022-2025
European Journal of Social Psychology,10990992,Hybrid,Y,,Social Psychology,Wiley,2022-2025
European Journal of Soil Science,13652389,Hybrid,Y,,Soil Science & Geoarchaeology,Wiley,2022-2025
European Law Journal,14680386,Hybrid,Y,,General & Introductory Law,Wiley,2022-2025
European Management Review,17404762,Hybrid,Y,,Management,Wiley,2022-2025
European Policy Analysis,23806567,Hybrid,Y,,Political Science Special Topics,Wiley,2022-2025
Evolution & Development,1525142X,Hybrid,Y,,Evolution,Wiley,2022-2025
Evolutionary Anthropology,15206505,Hybrid,Y,,Evolutionary Biology,Wiley,2022-2025
Experimental Dermatology,16000625,Hybrid,Y,,Dermatology,Wiley,2022-2025
Expert Systems,14680394,Hybrid,Y,,General & Introductory Electrical & Electronics Engineering,Wiley,2022-2025
Family & Consumer Sciences Research Journal,15523934,Hybrid,Y,,Family Studies General,Wiley,2022-2025
Family Court Review,17441617,Hybrid,Y,,Civil Law,Wiley,2022-2025
Family Process,15455300,Hybrid,Y,,Family Studies General,Wiley,2022-2025
Family Relations,17413729,Hybrid,Y,,Family Studies General,Wiley,2022-2025
Fatigue & Fracture of Engineering Materials & Structures,14602695,Hybrid,Y,,Failure Fracture,Wiley,2022-2025
FEBS Letters,18733468,Hybrid,Y,,Biochemistry,Wiley,2022-2025
Feddes Repertorium,1522239X,Hybrid,Y,,Plant Science,Wiley,2022-2025
Feminist Anthropology,26437961,Hybrid,Y,,General & Introductory Anthropology,Wiley,2022-2025
Financial Accountability & Management,14680408,Hybrid,Y,,General Finance & Investments,Wiley,2022-2025
Financial Management,1755053X,Hybrid,Y,,General Finance & Investments,Wiley,2022-2025
"Financial Markets, Institutions & Instruments",14680416,Hybrid,Y,,General Finance & Investments,Wiley,2022-2025
Fire and Materials,10991018,Hybrid,Y,,General & Introductory Civil Engineering & Construction,Wiley,2022-2025
Fiscal Studies,14755890,Hybrid,Y,,Public Economics,Wiley,2022-2025
Fish and Fisheries,14672979,Hybrid,Y,,"General Aquaculture, Fisheries & Fish Science",Wiley,2022-2025
Fisheries Management and Ecology,13652400,Hybrid,Y,,"General Aquaculture, Fisheries & Fish Science",Wiley,2022-2025
Fisheries Oceanography,13652419,Hybrid,Y,,"General Aquaculture, Fisheries & Fish Science",Wiley,2022-2025
Flavour and Fragrance Journal,10991026,Hybrid,Y,,"Flavor, Perfume & Cosmetic Science",Wiley,2022-2025
Foreign Language Annals,19449720,Hybrid,Y,,Applied Linguistics,Wiley,2022-2025
Forest Pathology,14390329,Hybrid,Y,,Plant Pathology,Wiley,2022-2025
Fortschritte der Physik,15213978,Hybrid,Y,,General Physics,Wiley,2022-2025
Freshwater Biology,13652427,Hybrid,Y,,Ecology & Organismal Biology,Wiley,2022-2025
Frontiers in Ecology and the Environment,15409309,Hybrid,Y,,Ecology & Organismal Biology,Wiley,2022-2025
Fuel Cells,16156854,Hybrid,Y,,Batteries & Fuel Cells,Wiley,2022-2025
Fundamental & Clinical Pharmacology,14728206,Hybrid,Y,,Pharmacology & Pharmaceutical Medicine,Wiley,2022-2025
Futures & Foresight Science,25735152,Hybrid,Y,,Decision Sciences,Wiley,2022-2025
GAMM - Mitteilungen,15222608,Hybrid,Y,,General & Introductory Mathematics,Wiley,2022-2025
Gender & History,14680424,Hybrid,Y,,Gender & History,Wiley,2022-2025
"Gender, Work & Organization",14680432,Hybrid,Y,,General & Introductory Business & Management,Wiley,2022-2025
General Anthropology,19393466,Hybrid,Y,,General & Introductory Anthropology,Wiley,2022-2025
Genes to Cells,13652443,Hybrid,Y,,Cell & Molecular Biology,Wiley,2022-2025
"Genes, Chromosomes and Cancer",10982264,Hybrid,Y,,Oncology & Radiotherapy,Wiley,2022-2025
genesis,1526968X,Hybrid,Y,,Developmental Biology,Wiley,2022-2025
Genetic Epidemiology,10982272,Hybrid,Y,,Human Genetics,Wiley,2022-2025
Geoarchaeology,15206548,Hybrid,Y,,Soil Science & Geoarchaeology,Wiley,2022-2025
Geobiology,14724669,Hybrid,Y,,"Paleontology, Paleobiology & Geobiology",Wiley,2022-2025
Geographical Analysis,15384632,Hybrid,Y,,Geographical Methodology & Techniques,Wiley,2022-2025
Geographical Research,17455871,Hybrid,Y,,General & Introductory Geography,Wiley,2022-2025
Geography Compass,17498198,Hybrid,Y,,General & Introductory Geography,Wiley,2022-2025
Geological Journal,10991034,Hybrid,Y,,Geology & Geophysics,Wiley,2022-2025
Geology Today,13652451,Hybrid,Y,,General & Introductory Earth Sciences,Wiley,2022-2025
Geophysical Prospecting,13652478,Hybrid,Y,,Geology & Geophysics,Wiley,2022-2025
Geostandards and Geoanalytical Research,1751908X,Hybrid,Y,,Geochemistry & Mineralogy,Wiley,2022-2025
Geriatrics & Gerontology International,14470594,Hybrid,Y,,Geriatric Medicine,Wiley,2022-2025
German Life and Letters,14680483,Hybrid,Y,,European Literature,Wiley,2022-2025
Gerodontology,17412358,Hybrid,Y,,Gerodontology,Wiley,2022-2025
Glia,10981136,Hybrid,Y,,Neuroscience,Wiley,2022-2025
Global Biogeochemical Cycles,19449224,Hybrid,Y,,Geology & Geophysics,Wiley,2022-2025
Global Business and Organizational Excellence,19322062,Hybrid,Y,,International Management,Wiley,2022-2025
Global Change Biology,13652486,Hybrid,Y,,Conservation Science,Wiley,2022-2025
Global Ecology and Biogeography,14668238,Hybrid,Y,,Ecology & Organismal Biology,Wiley,2022-2025
Global Networks,14710374,Hybrid,Y,,General & Introductory Geography,Wiley,2022-2025
Global Policy,17585899,Hybrid,Y,,General & Introductory Political Science,Wiley,2022-2025
Global Strategy Journal,20425805,Hybrid,Y,,Strategic Management,Wiley,2022-2025
Governance,14680491,Hybrid,Y,,Public Administration,Wiley,2022-2025
Grass and Forage Science,13652494,Hybrid,Y,,General & Introductory Agriculture,Wiley,2022-2025
Grassland Science,1744697X,Hybrid,Y,,Agriculture & Ecology,Wiley,2022-2025
Greenhouse Gases: Science and Technology,21523878,Hybrid,Y,,Carbon Capture & Storage,Wiley,2022-2025
Groundwater,17456584,Hybrid,Y,,Groundwater & Hydrogeology,Wiley,2022-2025
Groundwater Monitoring & Remediation,17456592,Hybrid,Y,,Groundwater & Hydrogeology,Wiley,2022-2025
Growth and Change,14682257,Hybrid,Y,,Regional Studies,Wiley,2022-2025
Haemophilia,13652516,Hybrid,Y,,Hematology,Wiley,2022-2025
Hastings Center Report,1552146X,Hybrid,Y,,Bioethics & Medical Ethics,Wiley,2022-2025
Head & Neck,10970347,Hybrid,Y,,Surgery & Surgical Specialties,Wiley,2022-2025
Headache: The Journal of Head and Face Pain,15264610,Hybrid,Y,,Neurology,Wiley,2022-2025
Health Economics,10991050,Hybrid,Y,,Economics of Health & Social Care,Wiley,2022-2025
Health Information and Libraries Journal,14711842,Hybrid,Y,,Consumer Health General,Wiley,2022-2025
Health Promotion Journal of Australia,22011617,Hybrid,Y,,Public Health Behavior & Education,Wiley,2022-2025
Health Services Research,14756773,Hybrid,Y,,Health & Social Care,Wiley,2022-2025
Heat Transfer,26884542,Hybrid,Y,,General & Introductory Mechanical Engineering,Wiley,2022-2025
Helicobacter,15235378,Hybrid,Y,,Gastroenterology & Hepatology,Wiley,2022-2025
Helvetica Chimica Acta,15222675,Hybrid,Y,,General Chemistry,Wiley,2022-2025
Hematological Oncology,10991069,Hybrid,Y,,Hematology,Wiley,2022-2025
Hemodialysis International,15424758,Hybrid,Y,,Nephrology,Wiley,2022-2025
Hepatology Research,1872034X,Hybrid,Y,,Hepatology,Wiley,2022-2025
Higher Education Quarterly,14682273,Hybrid,Y,,Higher Education General,Wiley,2022-2025
Hippocampus,10981063,Hybrid,Y,,Neuroscience,Wiley,2022-2025
Histopathology,13652559,Hybrid,Y,,Pathology,Wiley,2022-2025
History,1468229X,Hybrid,Y,,General & Introductory History,Wiley,2022-2025
History and Theory,14682303,Hybrid,Y,,General & Introductory History,Wiley,2022-2025
History Compass,14780542,Hybrid,Y,,General & Introductory History,Wiley,2022-2025
HIV Medicine,14681293,Hybrid,Y,,Infectious Disease,Wiley,2022-2025
HLA: Immune Response Genetics,20592310,Hybrid,Y,,Cell Therapies & Tissue Engineering,Wiley,2022-2025
Human Factors and Ergonomics in Manufacturing & Service Industries,15206564,Hybrid,Y,,General & Introductory Mechanical Engineering,Wiley,2022-2025
Human Psychopharmacology: Clinical and Experimental,10991077,Hybrid,Y,,Psychiatry,Wiley,2022-2025
Human Resource Development Quarterly,15321096,Hybrid,Y,,Training & Human Resource Development / Coaching & Mentoring,Wiley,2022-2025
Human Resource Management,1099050X,Hybrid,Y,,Human Resource Management,Wiley,2022-2025
Human Resource Management Journal,17488583,Hybrid,Y,,Human Resource Management,Wiley,2022-2025
Hydrological Processes,10991085,Hybrid,Y,,Hydrological Sciences,Wiley,2022-2025
Ibis,1474919X,Hybrid,Y,,Ornithology,Wiley,2022-2025
IEEJ Transactions on Electrical and Electronic Engineering,19314981,Hybrid,Y,,Electrical Engineering,Wiley,2022-2025
Immunological Reviews,1600065X,Hybrid,Y,,Allergy & Clinical Immunology,Wiley,2022-2025
Immunology,13652567,Hybrid,Y,,Immunology,Wiley,2022-2025
Immunology & Cell Biology,14401711,Hybrid,Y,,Immunology,Wiley,2022-2025
In Practice,20427689,Hybrid,Y,,General & Introductory Veterinary Medicine,Wiley,2022-2025
Industrial Relations,1468232X,Hybrid,Y,,Industrial & Labor Relations,Wiley,2022-2025
Industrial Relations Journal,14682338,Hybrid,Y,,Industrial & Labor Relations,Wiley,2022-2025
Infancy,15327078,Hybrid,Y,,Infancy,Wiley,2022-2025
Infant and Child Development,15227219,Hybrid,Y,,Developmental Psychology,Wiley,2022-2025
Infant Mental Health Journal,10970355,Hybrid,Y,,Infancy,Wiley,2022-2025
Information Systems Journal,13652575,Hybrid,Y,,Information & Library Science,Wiley,2022-2025
Insect Conservation and Diversity,17524598,Hybrid,Y,,Entomology,Wiley,2022-2025
Insect Molecular Biology,13652583,Hybrid,Y,,Entomology,Wiley,2022-2025
Insect Science,17447917,Hybrid,Y,,Entomology,Wiley,2022-2025
Integrative Zoology,17494877,Hybrid,Y,,Animal Science & Zoology,Wiley,2022-2025
"Intelligent Systems in Accounting, Finance and Management",21600074,Hybrid,Y,,Management Science / Operations Research,Wiley,2022-2025
Internal Medicine Journal,14455994,Hybrid,Y,,General & Internal Medicine,Wiley,2022-2025
International Economic Review,14682354,Hybrid,Y,,International Economics & Trade,Wiley,2022-2025
International Endodontic Journal,13652591,Hybrid,Y,,Endodontics,Wiley,2022-2025
International Finance,14682362,Hybrid,Y,,International Finance,Wiley,2022-2025
International Forum of Allergy & Rhinology,20426984,Hybrid,Y,,Allergy & Clinical Immunology,Wiley,2022-2025
International Insolvency Review,10991107,Hybrid,Y,,General & Introductory Business & Management,Wiley,2022-2025
International Journal for Numerical and Analytical Methods in Geomechanics,10969853,Hybrid,Y,,Computational / Numerical Methods,Wiley,2022-2025
International Journal for Numerical Methods in Biomedical Engineering,20407947,Hybrid,Y,,Computational / Numerical Methods,Wiley,2022-2025
International Journal for Numerical Methods in Engineering,10970207,Hybrid,Y,,Computational / Numerical Methods,Wiley,2022-2025
International Journal for Numerical Methods in Fluids,10970363,Hybrid,Y,,Computational / Numerical Methods,Wiley,2022-2025
International Journal of Adaptive Control and Signal Processing,10991115,Hybrid,Y,,Control Systems Technology,Wiley,2022-2025
International Journal of Applied Ceramic Technology,17447402,Hybrid,Y,,Ceramics,Wiley,2022-2025
International Journal of Applied Glass Science,20411294,Hybrid,Y,,Ceramics,Wiley,2022-2025
International Journal of Applied Linguistics,14734192,Hybrid,Y,,Applied Linguistics,Wiley,2022-2025
International Journal of Applied Psychoanalytic Studies,15569187,Hybrid,Y,,Psychoanalysis,Wiley,2022-2025
International Journal of Art & Design Education,14768070,Hybrid,Y,,Art & Design Education,Wiley,2022-2025
International Journal of Auditing,10991123,Hybrid,Y,,Auditing,Wiley,2022-2025
International Journal of Cancer,10970215,Hybrid,Y,,Oncology & Radiotherapy,Wiley,2022-2025
International Journal of Chemical Kinetics,10974601,Hybrid,Y,,Chemical Kinetics,Wiley,2022-2025
International Journal of Circuit Theory and Applications,1097007X,Hybrid,Y,,General & Introductory Electrical & Electronics Engineering,Wiley,2022-2025
International Journal of Climatology,10970088,Hybrid,Y,,Atmospheric Sciences,Wiley,2022-2025
International Journal of Communication Systems,10991131,Hybrid,Y,,Communication Technology,Wiley,2022-2025
International Journal of Consumer Studies,14706431,Hybrid,Y,,Marketing & Sales,Wiley,2022-2025
International Journal of Cosmetic Science,14682494,Hybrid,Y,,Dermatology,Wiley,2022-2025
International Journal of Dairy Technology,14710307,Hybrid,Y,,General & Introductory Food Science & Technology,Wiley,2022-2025
International Journal of Dental Hygiene,16015037,Hybrid,Y,,Dental Hygiene & Therapy,Wiley,2022-2025
International Journal of Dermatology,13654632,Hybrid,Y,,Dermatology,Wiley,2022-2025
International Journal of Developmental Neuroscience,1873474X,Hybrid,Y,,Neuroscience,Wiley,2022-2025
International Journal of Eating Disorders,1098108X,Hybrid,Y,,Clinical Psychology,Wiley,2022-2025
International Journal of Economic Theory,17427363,Hybrid,Y,,Economic Theory,Wiley,2022-2025
International Journal of Experimental Pathology,13652613,Hybrid,Y,,Pathology,Wiley,2022-2025
International Journal of Finance & Economics,10991158,Hybrid,Y,,General & Introductory Economics,Wiley,2022-2025
International Journal of Geriatric Psychiatry,10991166,Hybrid,Y,,Psychiatry,Wiley,2022-2025
International Journal of Gynecology & Obstetrics,18793479,Hybrid,Y,,Obstetrics & Gynecology,Wiley,2022-2025
International Journal of Imaging Systems and Technology,10981098,Hybrid,Y,,Radiology & Imaging,Wiley,2022-2025
International Journal of Immunogenetics,1744313X,Hybrid,Y,,Immunology,Wiley,2022-2025
International Journal of Laboratory Hematology,1751553X,Hybrid,Y,,Laboratory Hematology,Wiley,2022-2025
International Journal of Language & Communication Disorders,14606984,Hybrid,Y,,Speech Science,Wiley,2022-2025
International Journal of Management Reviews,14682370,Hybrid,Y,,International Management,Wiley,2022-2025
International Journal of Mental Health Nursing,14470349,Hybrid,Y,,Mental Health Nursing,Wiley,2022-2025
International Journal of Network Management,10991190,Hybrid,Y,,Communication Technology,Wiley,2022-2025
"International Journal of Numerical Modelling: Electronic Networks, Devices and Fields",10991204,Hybrid,Y,,General & Introductory Electrical & Electronics Engineering,Wiley,2022-2025
International Journal of Nursing Knowledge,20473095,Hybrid,Y,,Nursing General,Wiley,2022-2025
International Journal of Nursing Practice,1440172X,Hybrid,Y,,Nursing General,Wiley,2022-2025
International Journal of Older People Nursing,17483743,Hybrid,Y,,Nursing General,Wiley,2022-2025
International Journal of Osteoarchaeology,10991212,Hybrid,Y,,Biological Anthropology,Wiley,2022-2025
International Journal of Paediatric Dentistry,1365263X,Hybrid,Y,,Pediatric Dentistry,Wiley,2022-2025
International Journal of Psychology,1464066X,Hybrid,Y,,Psychology General,Wiley,2022-2025
International Journal of Quantum Chemistry,1097461X,Hybrid,Y,,Quantum Chemistry,Wiley,2022-2025
International Journal of Rheumatic Diseases,1756185X,Hybrid,Y,,Rheumatology,Wiley,2022-2025
International Journal of Robust and Nonlinear Control,10991239,Hybrid,Y,,Control Systems Technology,Wiley,2022-2025
International Journal of Satellite Communications and Networking,15420981,Hybrid,Y,,Satellite Communications,Wiley,2022-2025
International Journal of Selection and Assessment,14682389,Hybrid,Y,,Human Resource Management,Wiley,2022-2025
International Journal of Social Welfare,14682397,Hybrid,Y,,Social Welfare,Wiley,2022-2025
International Journal of Systematic Theology,14682400,Hybrid,Y,,Systematic Theology,Wiley,2022-2025
International Journal of Tourism Research,15221970,Hybrid,Y,,General & Introductory Business & Management,Wiley,2022-2025
International Journal of Training and Development,14682419,Hybrid,Y,,Training & Development,Wiley,2022-2025
International Journal of Urban and Regional Research,14682427,Hybrid,Y,,General & Introductory Urban Studies,Wiley,2022-2025
International Journal of Urological Nursing,1749771X,Hybrid,Y,,Nursing General,Wiley,2022-2025
International Journal of Urology,14422042,Hybrid,Y,,Urology,Wiley,2022-2025
International Migration,14682435,Hybrid,Y,,General & Introductory Development Studies,Wiley,2022-2025
International Nursing Review,14667657,Hybrid,Y,,Nursing General,Wiley,2022-2025
International Review of Finance,14682443,Hybrid,Y,,General Finance & Investments,Wiley,2022-2025
International Review of Hydrobiology,15222632,Hybrid,Y,,Freshwater Ecology,Wiley,2022-2025
International Review of Mission,17586631,Hybrid,Y,,General & Introductory Religion & Theology,Wiley,2022-2025
International Social Science Journal,14682451,Hybrid,Y,,General Sociology,Wiley,2022-2025
International Social Security Review,1468246X,Hybrid,Y,,Social Work,Wiley,2022-2025
International Statistical Review,17515823,Hybrid,Y,,Applied Probability & Statistics,Wiley,2022-2025
International Transactions in Operational Research,14753995,Hybrid,Y,,Management Science / Operations Research,Wiley,2022-2025
Internet Technology Letters,24761508,Hybrid,Y,,Communication Technology,Wiley,2022-2025
IPPR Progressive Review,25732331,Hybrid,Y,,General & Introductory Political Science,Wiley,2022-2025
Irrigation and Drainage,15310361,Hybrid,Y,,Water Resource Management,Wiley,2022-2025
Island Arc,14401738,Hybrid,Y,,Geology & Geophysics,Wiley,2022-2025
Israel Journal of Chemistry,18695868,Hybrid,Y,,General Chemistry,Wiley,2022-2025
IUBMB Life,15216551,Hybrid,Y,,Cell & Molecular Biology,Wiley,2022-2025
JACCP: Journal of the American College of Clinical Pharmacy,25749870,Hybrid,Y,,Pharmacology & Pharmaceutical Medicine,Wiley,2022-2025
Japan Journal of Nursing Science,17427924,Hybrid,Y,,Nursing General,Wiley,2022-2025
