Journal Title,eISSN,Open Access Status,Included in R&P agreement,Explanation if not included,Subject,Publisher,Agreement Duration
Defence and Peace Economics,1476-8267,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Defence and Security Analysis,1475-1801,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Defence Studies,1743-9698,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Democracy and Security,1555-5860,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Democratization,1743-890X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Design and Culture ,1754-7083,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Design for Health,2473-5140,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Designed Monomers and Polymers,1568-5551,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Development in Practice,1364-9213,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Development Southern Africa,1470-3637,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Development Studies Research,,Gold OA,,Discounted,Social Sciences & Humanities,Taylor & Francis,2024-2026
Developmental Neuropsychology,1532-6942,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Developmental Neurorehabilitation,1751-8431 ,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Deviant Behavior,1521-0456,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Dialogues in Clinical Neuroscience,1958-5969,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
"Diaspora, Indigenous, and Minority Education",1559-5706,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Diatom Research,2159-8347,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Digital Creativity,1744-3806,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Digital Journalism,2167-082X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Digital Twin,,Gold OA,,Discounted,,Taylor & Francis,2024-2026
Digital Water,,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Diplomacy & Statecraft,1557-301X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Disability & Rehabilitation   ,1464-5165,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Disability & Rehabilitation: Assistive Technology,1748-3115 ,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Disability & Society,1360-0508,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Discourse Processes,1532-6950,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Discourse: Studies in the Cultural Politics of Education,1469-3739,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
disP -The Planning Review,2166-8604,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Distance Education,1475-0198,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Distinktion: Journal of Social Theory,2159-9149,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Dix-Neuf: Journal of the Society of Dix-Neuviemistes,1478-7318,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Dress (The Journal of the Costume Society of America),2042-1729,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Drug & Chemical Toxicology,1525-6014 ,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Drug Delivery,1521-0464 ,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Drug Development & Industrial Pharmacy,1520-5762,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Drug Metabolism Reviews,1097-9883,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
"Drugs: Education, Prevention & Policy",1465-3370 ,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Drying Technology,1532-2300,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Dutch Crossing (Journal of Low Country Studies),1759-7854,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Dynamical Systems: An International Journal,1468-9375,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Dynamics of Asymmetric Conflict,1746-7594,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Early Child Development and Care,1476-8275,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Early Education & Development,1556-6935,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Early Modern French Studies,2056-3043,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Early Popular Visual Culture,1746-0662,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Early Years,1472-4421,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
East African Literary and Cultural Studies,2327-7416,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
"East Asian Science, Technology and Society: An International Journal",1875-2152,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
East European Jewish Affairs,1743-971X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
East European Politics,2159-9173,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Eastern European Economics,1557-9298,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Eastern European Screen Studies,2040-3518,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Eating Disorders,1532-530X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Ecological Psychology,1532-6969,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Ecology of Food & Nutrition,1543-5237,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Econometric Reviews,1532-4168,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Economic and Political Studies,2470-4024,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Economic Geography,1944-8287,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Economic History of Developing Regions,2078-0397,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Economic Systems Research,1469-5758,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Economics of Innovation and New Technology,1476-8364,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Economy and Society,1469-5766,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Ecoscience,2376-7626,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Ecosystems and People,2151-3740,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
"EDPACS: The EDP Audit, Control, and Security Newsletter",1936-1009,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
"Education 3-13: International Journal of Primary, Elementary and Early Years Education ",1475-7575,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Education Economics,1469-5782,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Education for Primary Care,1475-990X,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Education Inquiry,2000-4508,Gold OA,,Discounted,Social Sciences & Humanities,Taylor & Francis,2024-2026
Educational Action Research,1747-5074,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Educational and Development Psychologist,2059-0784,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Educational Assessment,1532-6977,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Educational Gerontology,1521-0472,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Educational Media International,1469-5790,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Educational Philosophy and Theory,1469-5812,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Educational Psychologist,1532-6985,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Educational Psychology,1469-5820,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Educational Psychology in Practice,1469-5839,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Educational Research,1469-5847,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Educational Research & Evaluation,1744-4187,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Educational Review,1465-3397,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Educational Studies,1465-3400,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Educational Studies Online: The Journal of the American Educational Studies Association,1532-6993,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Egyptian Journal of Basic and Applied Sciences,2314-808X,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Electric Power Components & Systems,1532-5016,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Electromagnetic Biology & Medicine,1536-8386 ,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Electromagnetics,1532-527X,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Emerging Markets Finance & Trade,1558-0938,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Emerging Microbes and Infections,,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
EMI - Animal & Environment,,Gold OA,,Discounted,,Taylor & Francis,2024-2026
Emotional & Behavioural Difficulties,1741-2692,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Emu - Austral Ornithology,1448-5540,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Endocrine Research,1532-4206,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
"Energy Sources, Part A: Recovery, Utilization, and Environmental Effects",1556-7230,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
"Energy Sources, Part B",1556-7257,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Engineering Applications of Computational Fluid Mechanics,1997-003X,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Engineering Management Journal,2377-0643,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Engineering Optimization,1029-0273,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Engineering Studies,1940-8374,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
English Academy Review: A Journal of English Studies,1753-5360,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
English in Education,1754-8845,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
English Studies,1744-4217,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
English Studies in Africa,1943-8117,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Enterprise Information Systems,1751-7583,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Entrepreneurship & Regional Development,1464-5114,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Environment: Science and Policy for Sustainable Development,1939-9154,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Environmental Archaeology (The Journal of Human Palaeoecology) Online,1749-6314,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Environmental Claims Journal,1547-657X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Environmental Communication,1752-4040,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Environmental Education Research,1469-5871,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Environmental Forensics,1527-5930,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Environmental Hazards,1878-0059,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Environmental Politics,1743-8934,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Environmental Pollution & Bioavailability,,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Environmental Sociology,2325-1042,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Environmental Technology  ,1479-878X,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Environmental Technology Reviews,2162-2523,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Epigenetics,1559-2308,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Epigenetics Reports,2836-1512,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Equity & Excellence in Education,1547-3457,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Ergonomics,1366-5847,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Essential Chem,,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Ethics & Behavior,1532-7019,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Ethics & Global Politics,1654-6369,Gold OA,,Discounted,Social Sciences & Humanities,Taylor & Francis,2024-2026
Ethics and Education,1744-9650,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Ethics and Social Welfare,1749-6543,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
"Ethics, Policy & Environment",2155-0093,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Ethnic and Racial Studies,1466-4356,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Ethnicity and Health,1465-3419,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
"Ethnoarchaeology (Journal of Archaeological, Ethnographic and Experimental Studies) ",1944-2904,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Ethnography & Education,1745-7831,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Ethnomusicology Forum,1741-1920,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Ethnopolitics,1744-9065,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Ethnos,1469-588X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Ethology Ecology & Evolution,1828-7131,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Eurasian Geography and Economics,1938-2863,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Accounting Review   ,1468-4497,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Clinical Respiratory Journal,2001-8525,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
European Competition Journal,1757-8396,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Early Childhood Education Research Journal,1752-1807,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Education,1944-7086,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Journal for Sport and Society,2380-5919,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Journal of Behavior Analysis,2377-729X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Journal of Developmental Psychology,1740-5610,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Journal of Engineering Education,1469-5898,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
European Journal of English Studies,1744-4243,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Journal of Environmental and Civil Engineering,2116-7214,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
European Journal of General Practice,,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
European Journal of Higher Education,2156-8243,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Journal of Information Systems,1476-9344,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
European Journal of Materials Finance,,Gold OA,,Discounted,,Taylor & Francis,2024-2026
European Journal of Phycology,1469-4433,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
European Journal Of Physiotherapy, 2167-9177  ,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
European Journal of Psychotherapy & Counselling,1469-5901,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Journal of Psychotraumatology,2000-8066,Gold OA,,Discounted,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Journal of Remote Sensing,2279-7254,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
European Journal of Social Work,1468-2664,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Journal of Special Needs Education,1469-591X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Journal of Teacher Education,1469-5928,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Journal of the History of Economic Thought,1469-5936,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Journal of Work and Organizational Psychology,1464-0643,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Journal of Zoology,,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
European Planning Studies,1469-5944,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Politics and Society,2374-5126,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Review of History,1469-8293,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Review of Social Psychology,1479-277X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Romantic Review,1740-4657,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Security,1746-1545,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
European Sport Management Quarterly,1746-031X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Europe-Asia Studies,1465-3427,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Evidence Based Practice in Child and Adolescent Mental Health,2379-4933,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Evidence-Based Communication Assessment and Intervention,1748-9547,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Evidence-Based Toxicology,2833-373X,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Exceptionality,1532-7035,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Exemplaria: Medieval / Early Modern / Theory                                                                   ,1753-3074,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Experimental Aging Research,1096-4657,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Experimental Heat Transfer,1521-0480,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Experimental Lung Research,1521-0499 ,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Experimental Mathematics,1944-950X,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Expert Review of Precision Medicine and Drug Development,2380-8993,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Expert Review of Vaccines,1744-8395,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
"Fabrications: The Journal of the Society of Architectural Historians, Australia and New Zealand",2164-4756,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Family & Community History,1751-3812,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Family Transitions,2837-5319,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Fashion Practice,1756-9389,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Fashion Theory  ,1751-7419,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Fat Studies,2160-486X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
"Fatigue: Biomedicine, Health & Behavior",2164-1862,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Feminist Economics,1466-4372,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Feminist Media Studies,1471-5902,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Feminist Modernist Studies,2469-293X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Ferroelectric Letters Section,1563-5228,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Ferroelectrics,1563-5112,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Fetal & Pediatric Pathology,1551-3823 ,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Fiber & Integrated Optics,1096-4681,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Financial Analysts Journal,1938-3312,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
First World War Studies,1947-5039,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Fly,1933-6942,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Folk Life (Journal of Ethnological Studies),1759-670X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Folklore,1469-8315,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Food & Foodways,1542-3484,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Food Additives and Conaminants Part B,1939-3229,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Food Additives and Contaminants Part A,1944-0057,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Food and Agricultural Immunology,1465-3443,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Food Biotechnology,1532-4249,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Food Reviews International,1525-6103,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
"Food, Culture and Society ",1751-7443,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Footwear Science,1942-4299,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Forest Science and Technology,2158-0715,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Forests Trees and Livelihoods,2164-3075,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Forum for Development Studies,1891-1765,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Forum for Social Economics,1874-6381,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Free Radical Research,1029-2470,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
French Screen Studies,2643-895X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Frontiers in Life Science,,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
"Fullerenes, Nanotubes, and Carbon Nanostructures",1536-4046,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Functional Diamond,2694-1120,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Fusion Science and Technology,1943-7641,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Future Endocrinology & Metabolism,,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Future Neurology,,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Future Rare Diseases,,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Future Science OA,,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Gastrointestinal Oncology: Management and Care,,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Gender and Development,1364-9221,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Gender and Education,1360-0516,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
"Gender, Place & Culture",1360-0524,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
"Gender, Techology and Development",0973-0656,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Geocarto International,,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Geodinamica Acta,,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Geografisk Tidsskrift-Danish Journal of Geography,1903-2471,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Geografiska Annaler A,1468-0459,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Geografiska Annaler B,1468-0467,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Geographical Review,1931-0846,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Geography ,2043-6564,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
GeoHumanities,2373-5678,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Geology Ecology and Landscapes,,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
"Geomatics, Natural Hazards and Risk",1947-5713,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Geomechanics and Geoengineering: An Intenational Journal,1748-6033,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Geomicrobiology Journal,1521-0529,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Geophysical and Astrophysical Fluid Dymanics,1029-0419,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Geopolitics,1557-3028,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Georisk: Assessment and Management of Risk for Engineered Systems and Geohazards,1749-9526,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Geo-spatial Information Sciences,,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Geosystems Engineering,2166-3394,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Geriatric Pharmacology,,Gold OA,,Discounted,,Taylor & Francis,2024-2026
German Politics,1743-8993,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Gerontology & Geriatrics Education,1545-3847,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
GFF,2000-0863,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Gifted and Talented International,2470-9565,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
GIScience & Remote Sensing,1943-7226,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Global Bioethics,1591-7398,Gold OA,,Discounted,Social Sciences & Humanities,Taylor & Francis,2024-2026
"Global Change, Peace & Security",1478-1166,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Global Crime,1744-0580,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Global Economic Review,1744-3873,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Global Food History ,2054-9555,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Global Health Action,1654-9880,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Global Intellectual History,2380-1891,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Global Public Health,1744-1706,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Global Security: Health Science and Policy,,Gold OA,,Discounted,Social Sciences & Humanities,Taylor & Francis,2024-2026
Global Society,1469-798X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
"Globalisation, Societies and Education",1476-7732,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
