Journal Title,eISSN,Open Access Status,Included in R&P agreement,Explanation if not included,Subject,Publisher,Agreement Duration
Distributed and Parallel Databases,1573-7578,Hybrid,Y,,Computer Science,Springer,2023-2025
Digestive Diseases and Sciences,1573-2568,Hybrid,Y,,Medicine,Springer,2023-2025
"Designs, Codes and Cryptography",1573-7586,Hybrid,Y,,Computer Science,Springer,2023-2025
Dialectical Anthropology,1573-0786,Hybrid,Y,,Social Sciences,Springer,2023-2025
Discrete Event Dynamic Systems,1573-7594,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Documenta Ophthalmologica,1573-2622,Hybrid,Y,,Medicine,Springer,2023-2025
Investigational New Drugs,1573-0646,Hybrid,Y,,Medicine,Springer,2023-2025
Education and Information Technologies,1573-7608,Hybrid,Y,,Computer Science,Springer,2023-2025
Environmental and Resource Economics,1573-1502,Hybrid,Y,,Economics and Finance,Springer,2023-2025
Environmental Biology of Fishes,1573-5133,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Early Childhood Education Journal,1573-1707,Hybrid,Y,,Education,Springer,2023-2025
Economic Change and Restructuring,1574-0277,Hybrid,Y,,Economics and Finance,Springer,2023-2025
De Economist,1572-9982,Hybrid,Y,,Economics and Finance,Springer,2023-2025
Ecotoxicology,1573-3017,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Educational Psychology Review,1573-336X,Hybrid,Y,,Education,Springer,2023-2025
Educational Studies in Mathematics,1573-0816,Hybrid,Y,,Education,Springer,2023-2025
Environmental and Ecological Statistics,1573-3009,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Environmental Fluid Mechanics,1573-1510,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Environmental Geochemistry and Health,1573-2983,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
European Journal of Epidemiology,1573-7284,Hybrid,Y,,Medicine,Springer,2023-2025
European Journal of Law and Economics,1572-9990,Hybrid,Y,,Economics and Finance,Springer,2023-2025
European Journal of Plant Pathology,1573-8469,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Journal of Elasticity,1573-2681,Hybrid,Y,,Engineering,Springer,2023-2025
Electronic Commerce Research,1572-9362,Hybrid,Y,,Business and Management,Springer,2023-2025
Environmental Monitoring and Assessment,1573-2959,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Empirica,1573-6911,Hybrid,Y,,Economics and Finance,Springer,2023-2025
Empirical Software Engineering,1573-7616,Hybrid,Y,,Computer Science,Springer,2023-2025
Journal of Engineering Mathematics,1573-2703,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Environmental Modeling & Assessment,1573-2967,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
"Environment, Development and Sustainability",1573-2975,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Environment Systems and Decisions,2194-5411,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Erkenntnis,1572-8420,Hybrid,Y,,Education,Springer,2023-2025
Educational Research for Policy and Practice,1573-1723,Hybrid,Y,,Education,Springer,2023-2025
Employee Responsibilities and Rights Journal,1573-3378,Hybrid,Y,,Social Sciences,Springer,2023-2025
Ethics and Information Technology,1572-8439,Hybrid,Y,,Computer Science,Springer,2023-2025
Ethical Theory and Moral Practice,1572-8447,Hybrid,Y,,Education,Springer,2023-2025
Euphytica,1573-5060,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Evolutionary Ecology,1573-8477,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Experimental Economics,1573-6938,Hybrid,Y,,Economics and Finance,Springer,2023-2025
Experimental Astronomy,1572-9508,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Extremes,1572-915X,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Familial Cancer,1573-7292,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Asia-Pacific Financial Markets,1573-6946,Hybrid,Y,,Economics and Finance,Springer,2023-2025
Feminist Legal Studies,1572-8455,Hybrid,Y,,Law and Criminology,Springer,2023-2025
Journal of Financial Services Research,1573-0735,Hybrid,Y,,Economics and Finance,Springer,2023-2025
Fire Technology,1572-8099,Hybrid,Y,,Engineering,Springer,2023-2025
Fish Physiology and Biochemistry,1573-5168,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Flexible Services and Manufacturing Journal,1936-6590,Hybrid,Y,,Engineering,Springer,2023-2025
Foundations of Chemistry,1572-8463,Hybrid,Y,,Education,Springer,2023-2025
Foundations of Science,1572-8471,Hybrid,Y,,Education,Springer,2023-2025
Fuzzy Optimization and Decision Making,1573-2908,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Foundations of Physics,1572-9516,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Formal Methods in System Design,1572-8102,Hybrid,Y,,Engineering,Springer,2023-2025
International Journal of Fracture,1573-2673,Hybrid,Y,,Engineering,Springer,2023-2025
Nutrient Cycling in Agroecosystems,1573-0867,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Geotechnical and Geological Engineering,1573-1529,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
GeoInformatica,1573-7624,Hybrid,Y,,Computer Science,Springer,2023-2025
GeoJournal,1572-9893,Hybrid,Y,,Social Sciences,Springer,2023-2025
Genetica,1573-6857,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Genetic Programming and Evolvable Machines,1573-7632,Hybrid,Y,,Computer Science,Springer,2023-2025
Geometriae Dedicata,1572-9168,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Surveys in Geophysics,1573-0956,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
The GENEVA Risk and Insurance Review,1554-9658,Hybrid,Y,,Economics and Finance,Springer,2023-2025
General Relativity and Gravitation,1572-9532,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Glycoconjugate Journal,1573-4986,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Genetic Resources and Crop Evolution,1573-5109,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Journal of Grid Computing,1572-9184,Hybrid,Y,,Computer Science,Springer,2023-2025
Plant Growth Regulation,1573-5087,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Group Decision and Negotiation,1572-9907,Hybrid,Y,,Business and Management,Springer,2023-2025
Health Care Analysis,1573-3394,Hybrid,Y,,Medicine,Springer,2023-2025
Health Care Management Science,1572-9389,Hybrid,Y,,Business and Management,Springer,2023-2025
HEC Forum,1572-8498,Hybrid,Y,,Education,Springer,2023-2025
Journal of Heuristics,1572-9397,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Higher Education,1573-174X,Hybrid,Y,,Education,Springer,2023-2025
Journal of Molecular Histology,1567-2387,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Journal of the History of Biology,1573-0387,Hybrid,Y,,History,Springer,2023-2025
Heart Failure Reviews,1573-7322,Hybrid,Y,,Medicine,Springer,2023-2025
Health Services and Outcomes Research Methodology,1572-9400,Hybrid,Y,,Medicine,Springer,2023-2025
Husserl Studies,1572-8501,Hybrid,Y,,Education,Springer,2023-2025
Human Ecology,1572-9915,Hybrid,Y,,Social Sciences,Springer,2023-2025
Human Studies,1572-851X,Hybrid,Y,,Education,Springer,2023-2025
Hydrobiologia,1573-5117,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Hyperfine Interactions,1572-9540,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Inflammation,1573-2576,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
International Journal of Health Economics and Management,2199-9031,Hybrid,Y,,Medicine,Springer,2023-2025
Innovative Higher Education,1573-1758,Hybrid,Y,,Education,Springer,2023-2025
"Technology, Knowledge and Learning",2211-1670,Hybrid,Y,,Education,Springer,2023-2025
International Journal of Historical Archaeology,1573-7748,Hybrid,Y,,Social Sciences,Springer,2023-2025
"Journal of Infrared, Millimeter, and Terahertz Waves",1866-6906,Hybrid,Y,,Engineering,Springer,2023-2025
International Journal of Science and Mathematics Education,1573-1774,Hybrid,Y,,Education,Springer,2023-2025
International Journal of Primatology,1573-8604,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
International Journal of Thermophysics,1572-9567,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
International Journal of Parallel Programming,1573-7640,Hybrid,Y,,Computer Science,Springer,2023-2025
"International Journal of Politics, Culture, and Society",1573-3416,Hybrid,Y,,Social Sciences,Springer,2023-2025
International Journal of Speech Technology,1572-8110,Hybrid,Y,,Engineering,Springer,2023-2025
International Journal of Theoretical Physics,1572-9575,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
International Journal for Educational and Vocational Guidance,1573-1782,Hybrid,Y,,Education,Springer,2023-2025
International Journal of Wireless Information Networks,1572-8129,Hybrid,Y,,Engineering,Springer,2023-2025
Interchange,1573-1790,Hybrid,Y,,Education,Springer,2023-2025
Journal of Indian Philosophy,1573-0395,Hybrid,Y,,Education,Springer,2023-2025
"International Environmental Agreements: Politics, Law and Economics",1573-1553,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Inflammopharmacology,1568-5608,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
The Journal of Value Inquiry,1573-0492,Hybrid,Y,,Education,Springer,2023-2025
Information Retrieval Journal,1573-7659,Hybrid,Y,,Computer Science,Springer,2023-2025
International Ophthalmology,1573-2630,Hybrid,Y,,Medicine,Springer,2023-2025
Information Systems Frontiers,1572-9419,Hybrid,Y,,Business and Management,Springer,2023-2025
International Tax and Public Finance,1573-6970,Hybrid,Y,,Economics and Finance,Springer,2023-2025
International Journal of Technology and Design Education,1573-1804,Hybrid,Y,,Education,Springer,2023-2025
Information Technology and Management,1573-7667,Hybrid,Y,,Business and Management,Springer,2023-2025
Journal of Applied Electrochemistry,1572-8838,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Journal of Algebraic Combinatorics,1572-9192,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Research on Child and Adolescent Psychopathology,2730-7174,Hybrid,Y,,Behavioral Science and Psychology,Springer,2023-2025
Journal of Autism and Developmental Disorders,1573-3432,Hybrid,Y,,Behavioral Science and Psychology,Springer,2023-2025
Journal of Adult Development,1573-3440,Hybrid,Y,,Behavioral Science and Psychology,Springer,2023-2025
Journal of Academic Ethics,1572-8544,Hybrid,Y,,Education,Springer,2023-2025
Journal of Agricultural and Environmental Ethics,1573-322X,Hybrid,Y,,Education,Springer,2023-2025
Journal of Applied Phycology,1573-5176,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Journal of Archaeological Research,1573-7756,Hybrid,Y,,Social Sciences,Springer,2023-2025
Journal of Assisted Reproduction and Genetics,1573-7330,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Archaeological Method and Theory,1573-7764,Hybrid,Y,,Social Sciences,Springer,2023-2025
Journal of Automated Reasoning,1573-0670,Hybrid,Y,,Computer Science,Springer,2023-2025
Journal of Bioeconomics,1573-6989,Hybrid,Y,,,Springer,2023-2025
Journal of Computer-Aided Molecular Design,1573-4951,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Journal of Cross-Cultural Gerontology,1573-0719,Hybrid,Y,,Social Sciences,Springer,2023-2025
Journal of Cultural Economics,1573-6997,Hybrid,Y,,Economics and Finance,Springer,2023-2025
Journal of Computational Electronics,1572-8137,Hybrid,Y,,Engineering,Springer,2023-2025
Journal of Child and Family Studies,1573-2843,Hybrid,Y,,Behavioral Science and Psychology,Springer,2023-2025
Journal of Computational Neuroscience,1573-6873,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Journal of East Asian Linguistics,1572-8560,Hybrid,Y,,Social Sciences,Springer,2023-2025
Journal of Electroceramics,1573-8663,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Journal of Educational Change,1573-1812,Hybrid,Y,,Education,Springer,2023-2025
Journal of Family and Economic Issues,1573-3475,Hybrid,Y,,Social Sciences,Springer,2023-2025
Jewish History,1572-8579,Hybrid,Y,,History,Springer,2023-2025
Journal of Electronic Testing,1573-0727,Hybrid,Y,,Engineering,Springer,2023-2025
Journal for General Philosophy of Science,1572-8587,Hybrid,Y,,Education,Springer,2023-2025
Journal of Interventional Cardiac Electrophysiology,1572-8595,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Insect Conservation,1572-9753,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
"Journal of Industry, Competition and Trade",1573-7012,Hybrid,Y,,Economics and Finance,Springer,2023-2025
Journal of International Entrepreneurship,1573-7349,Hybrid,Y,,Business and Management,Springer,2023-2025
Journal of Intelligent Information Systems,1573-7675,Hybrid,Y,,Computer Science,Springer,2023-2025
Journal of Intelligent Manufacturing,1572-8145,Hybrid,Y,,Business and Management,Springer,2023-2025
Journal of Intelligent & Robotic Systems,1573-0409,Hybrid,Y,,Engineering,Springer,2023-2025
Journal of Inclusion Phenomena and Macrocyclic Chemistry,1573-1111,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
"Journal of Logic, Language and Information",1572-9583,Hybrid,Y,,Education,Springer,2023-2025
Journal of Mathematical Imaging and Vision,1573-7683,Hybrid,Y,,Computer Science,Springer,2023-2025
Journal of Materials Science,1573-4803,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Journal of Materials Science: Materials in Electronics,1573-482X,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Journal of Mathematics Teacher Education,1573-1820,Hybrid,Y,,Education,Springer,2023-2025
Journal of Biomolecular NMR,1573-5001,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Journal of Psychopathology and Behavioral Assessment,1573-3505,Hybrid,Y,,Behavioral Science and Psychology,Springer,2023-2025
Journal of Bioenergetics and Biomembranes,1573-6881,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Journal of Behavioral Education,1573-3513,Hybrid,Y,,Behavioral Science and Psychology,Springer,2023-2025
Journal of Behavioral Medicine,1573-3521,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Biological Physics,1573-0689,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Journal of Business and Psychology,1573-353X,Hybrid,Y,,Behavioral Science and Psychology,Springer,2023-2025
Journal of Chemical Crystallography,1572-8854,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Journal of Oceanography,1573-868X,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Journal of Atmospheric Chemistry,1573-0662,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Journal of Clinical Immunology,1573-2592,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Journal of Cluster Science,1572-8862,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Journal of Clinical Monitoring and Computing,1573-2614,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Combinatorial Optimization,1573-2886,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Journal of Contemporary Psychotherapy,1573-3564,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Clinical Psychology in Medical Settings,1573-3572,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Developmental and Physical Disabilities,1573-3580,Hybrid,Y,,Behavioral Science and Psychology,Springer,2023-2025
Journal of Dynamical and Control Systems,1573-8698,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Journal of Dynamics and Differential Equations,1572-9222,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Journal of Chemical Ecology,1573-1561,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Journal of Economic Growth,1573-7020,Hybrid,Y,,Economics and Finance,Springer,2023-2025
The Journal of Economic Inequality,1573-8701,Hybrid,Y,,Economics and Finance,Springer,2023-2025
The Journal of Ethics,1572-8609,Hybrid,Y,,Education,Springer,2023-2025
Journal of Fusion Energy,1572-9591,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Journal of Fluorescence,1573-4994,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Journal of Family Violence,1573-2851,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Global Optimization,1573-2916,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Journal of Gambling Studies,1573-3602,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Community Health,1573-3610,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Housing and the Built Environment,1573-7772,Hybrid,Y,,Social Sciences,Springer,2023-2025
Journal of Happiness Studies,1573-7780,Hybrid,Y,,Social Sciences,Springer,2023-2025
Journal of Immigrant and Minority Health,1557-1920,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Inorganic and Organometallic Polymers and Materials,1574-1451,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Journal of Insect Behavior,1572-8889,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Journal of Low Temperature Physics,1573-7357,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Journal of Mathematical Chemistry,1572-8897,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Journal of Medical Humanities,1573-3645,Hybrid,Y,,"Literature, Cultural and Media Studies",Springer,2023-2025
Journal of Mammalian Evolution,1573-7055,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Journal of Scientific Computing,1573-7691,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Journal of Medical Systems,1573-689X,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Nonverbal Behavior,1573-3653,Hybrid,Y,,Behavioral Science and Psychology,Springer,2023-2025
Journal of Nondestructive Evaluation,1573-4862,Hybrid,Y,,Engineering,Springer,2023-2025
Journal of Network and Systems Management,1573-7705,Hybrid,Y,,Computer Science,Springer,2023-2025
Journal of Polymers and the Environment,1572-8919,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Journal of Occupational Rehabilitation,1573-3688,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Pharmacokinetics and Pharmacodynamics,1573-8744,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
The Protein Journal,1875-8355,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Journal of Paleolimnology,1573-0417,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Journal of Porous Materials,1573-4854,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Journal of Prevention,2731-5541,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Psycholinguistic Research,1573-6555,Hybrid,Y,,Behavioral Science and Psychology,Springer,2023-2025
Journal of Quantitative Criminology,1573-7799,Hybrid,Y,,Law and Criminology,Springer,2023-2025
Journal of Rational-Emotive & Cognitive-Behavior Therapy,1573-6563,Hybrid,Y,,Behavioral Science and Psychology,Springer,2023-2025
Journal of Religion and Health,1573-6571,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Superconductivity and Novel Magnetism,1557-1947,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Journal of Seismology,1573-157X,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Journal of Scheduling,1099-1425,Hybrid,Y,,Business and Management,Springer,2023-2025
Journal of Solution Chemistry,1572-8927,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Journal of Statistical Physics,1572-9613,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Journal of Science Education and Technology,1573-1839,Hybrid,Y,,Education,Springer,2023-2025
Journal of Optimization Theory and Applications,1573-2878,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Journal of Mathematical Sciences,1573-8795,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Journal of Theoretical Probability,1572-9230,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
The Journal of Technology Transfer,1573-7047,Hybrid,Y,,Business and Management,Springer,2023-2025
Journal of World Prehistory,1573-7802,Hybrid,Y,,Social Sciences,Springer,2023-2025
Journal of Youth and Adolescence,1573-6601,Hybrid,Y,,Behavioral Science and Psychology,Springer,2023-2025
Journal of Polymer Research,1572-8935,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Journal of Radioanalytical and Nuclear Chemistry,1588-2780,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Journal of Sol-Gel Science and Technology,1573-4846,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Journal of Thermal Analysis and Calorimetry,1588-2926,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Journal of Muscle Research and Cell Motility,1573-2657,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Law and Critique,1572-8617,Hybrid,Y,,Education,Springer,2023-2025
Landscape Ecology,1572-9761,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Law and Philosophy,1573-0522,Hybrid,Y,,Law and Criminology,Springer,2023-2025
Learning Environments Research,1573-1855,Hybrid,Y,,Education,Springer,2023-2025
Lifetime Data Analysis,1572-9249,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Lithuanian Mathematical Journal,1573-8825,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Linguistics and Philosophy,1573-0549,Hybrid,Y,,Social Sciences,Springer,2023-2025
International Journal of Peptide Research and Therapeutics,1573-3904,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Liverpool Law Review,1572-8625,Hybrid,Y,,Law and Criminology,Springer,2023-2025
Journal of Philosophical Logic,1573-0433,Hybrid,Y,,Education,Springer,2023-2025
Language Policy,1573-1863,Hybrid,Y,,Social Sciences,Springer,2023-2025
Machine Learning,1573-0565,Hybrid,Y,,Computer Science,Springer,2023-2025
Maternal and Child Health Journal,1573-6628,Hybrid,Y,,Medicine,Springer,2023-2025
Journal of Management and Governance,1572-963X,Hybrid,Y,,Business and Management,Springer,2023-2025
Periodica Mathematica Hungarica,1588-2829,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
International Journal of Mechanics and Materials in Design,1573-8841,Hybrid,Y,,Engineering,Springer,2023-2025
Marine Geophysical Research,1573-0581,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Marketing Letters,1573-059X,Hybrid,Y,,Business and Management,Springer,2023-2025
Mathematical Geosciences,1874-8953,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Letters in Mathematical Physics,1573-0530,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Continental Philosophy Review,1573-1103,Hybrid,Y,,Education,Springer,2023-2025
Methodology and Computing in Applied Probability,1573-7713,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Molecular and Cellular Biochemistry,1573-4919,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Metabolic Brain Disease,1573-7365,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Meccanica,1572-9648,Hybrid,Y,,Engineering,Springer,2023-2025
"Culture, Medicine, and Psychiatry",1573-076X,Hybrid,Y,,Social Sciences,Springer,2023-2025
Metascience,1467-9981,Hybrid,Y,,Education,Springer,2023-2025
Theoretical Medicine and Bioethics,1573-1200,Hybrid,Y,,Education,Springer,2023-2025
"Medicine, Health Care and Philosophy",1572-8633,Hybrid,Y,,Education,Springer,2023-2025
Minds and Machines,1572-8641,Hybrid,Y,,Computer Science,Springer,2023-2025
Minerva,1573-1871,Hybrid,Y,,Social Sciences,Springer,2023-2025
Mitigation and Adaptation Strategies for Global Change,1573-1596,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Molecular Diversity,1573-501X,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Motivation and Emotion,1573-6644,Hybrid,Y,,Behavioral Science and Psychology,Springer,2023-2025
Molecular Breeding,1572-9788,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Molecular Biology Reports,1573-4978,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Mobile Networks and Applications,1572-8153,Hybrid,Y,,Engineering,Springer,2023-2025
"Earth, Moon, and Planets",1573-0794,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
"Mathematical Physics, Analysis and Geometry",1572-9656,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Multimedia Tools and Applications,1573-7721,Hybrid,Y,,Computer Science,Springer,2023-2025
Mechanics of Time-Dependent Materials,1573-2738,Hybrid,Y,,Engineering,Springer,2023-2025
Multibody System Dynamics,1573-272X,Hybrid,Y,,Engineering,Springer,2023-2025
Multidimensional Systems and Signal Processing,1573-0824,Hybrid,Y,,Engineering,Springer,2023-2025
Mycopathologia,1573-0832,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Natural Computing,1572-9796,Hybrid,Y,,Computer Science,Springer,2023-2025
Natural Language & Linguistic Theory,1573-0859,Hybrid,Y,,Social Sciences,Springer,2023-2025
Natural Language Semantics,1572-865X,Hybrid,Y,,Social Sciences,Springer,2023-2025
Journal of Nanoparticle Research,1572-896X,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Natural Resources Research,1573-8981,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Neuroscience and Behavioral Physiology,1573-899X,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
New Forests,1573-5095,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Neohelicon,1588-2810,Hybrid,Y,,"Literature, Cultural and Media Studies",Springer,2023-2025
Journal of Neuro-Oncology,1573-7373,Hybrid,Y,,Medicine,Springer,2023-2025
Neophilologus,1572-8668,Hybrid,Y,,Social Sciences,Springer,2023-2025
Neural Processing Letters,1573-773X,Hybrid,Y,,Computer Science,Springer,2023-2025
Neurochemical Research,1573-6903,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Neuropsychology Review,1573-6660,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Networks and Spatial Economics,1572-9427,Hybrid,Y,,Economics and Finance,Springer,2023-2025
Natural Hazards,1573-0840,Hybrid,Y,,Earth and Environmental Science,Springer,2023-2025
Nonlinear Dynamics,1573-269X,Hybrid,Y,,Engineering,Springer,2023-2025
Numerical Algorithms,1572-9265,Hybrid,Y,,Computer Science,Springer,2023-2025
Policy Sciences,1573-0891,Hybrid,Y,,Political Science and International Studies,Springer,2023-2025
Open Economies Review,1573-708X,Hybrid,Y,,Economics and Finance,Springer,2023-2025
Optimization and Engineering,1573-2924,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Optical and Quantum Electronics,1572-817X,Hybrid,Y,,Physics and Astronomy,Springer,2023-2025
Order,1572-9273,Hybrid,Y,,Mathematics and Statistics,Springer,2023-2025
Origins of Life and Evolution of Biospheres,1573-0875,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
High Temperature Corrosion of Materials,2731-8400,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
Pastoral Psychology,1573-6679,Hybrid,Y,,Behavioral Science and Psychology,Springer,2023-2025
Plasma Chemistry and Plasma Processing,1572-8986,Hybrid,Y,,Chemistry and Materials Science,Springer,2023-2025
"Educational Assessment, Evaluation and Accountability",1874-8600,Hybrid,Y,,Education,Springer,2023-2025
Pharmaceutical Research,1573-904X,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
International Journal of Clinical Pharmacy,2210-7711,Hybrid,Y,,Medicine,Springer,2023-2025
Phenomenology and the Cognitive Sciences,1572-8676,Hybrid,Y,,Education,Springer,2023-2025
Philosophical Studies,1573-0883,Hybrid,Y,,Education,Springer,2023-2025
Phytochemistry Reviews,1572-980X,Hybrid,Y,,Biomedical and Life Sciences,Springer,2023-2025
Pituitary,1573-7403,Hybrid,Y,,Medicine,Springer,2023-2025
